id        	scores          	mean	title
tuu4de7HL1	8,8,6           	7.3 	Improving Convergence Guarantees of Random Subspace Second-order Algorithm for Nonconvex Optimization
QOfswj7hij	6,8,8           	7.3 	Online Neuro-Symbolic Predicate Invention for High-Level Planning
vQhn4wrQ6j	8,6,8           	7.3 	Layer Swapping for Zero-Shot Cross-Lingual Transfer in Large Language Models
Yk87CwhBDx	8,8,6           	7.3 	Can Large Language Models Understand Symbolic Graphics Programs?
4NTrco82W0	8,8,6           	7.3 	Beyond Squared Error: Exploring Loss Design for Enhanced Training of Generative Flow Networks
48WAZhwHHw	6,6,10          	7.3 	Planning in Natural Language Improves LLM Search for Code Generation
ztzZDzgfrh	6,8,8           	7.3 	ReDeEP: Detecting Hallucination in Retrieval-Augmented Generation via Mechanistic Interpretability
fxv0FfmDAg	8,6,8           	7.3 	DRoP: Distributionally Robust Pruning
aZ1gNJu8wO	6,8,8           	7.3 	A Geometric Framework for Understanding Memorization in Generative Models
cfKZ5VrhXt	6,8,8           	7.3 	Online Preference Alignment for Language Models via Count-based Exploration
oSQiao9GqB	8,8,6           	7.3 	LLaVA-NeXT-Interleave: Tackling Multi-image, Video, and 3D in Large Multimodal Models
UqYNPyotxL	8,6,8           	7.3 	Linear Mode Connectivity in Differentiable Tree Ensembles
11xgiMEI5o	8,8,6           	7.3 	OmniRe: Omni Urban Scene Reconstruction
5BSlakturs	6,8,8           	7.3 	Enhancing Compositional Text-to-Image Generation with Reliable Random Seeds
h8yg0hT96f	8,6,8           	7.3 	BAYESIAN EXPERIMENTAL DESIGN VIA CONTRASTIVE DIFFUSIONS
gTwRMU3lJ5	8,8,6           	7.3 	LoRA-Pro: Are Low-Rank Adapters Properly Optimized?
jkUp3lybXf	6,8,8           	7.3 	Preference Optimization for Reasoning with Pseudo Feedback
aX7X9z3vQS	8,6,8           	7.3 	Recovering Manifold Structure Using Ollivier Ricci Curvature
cqsw28DuMW	6,8,8           	7.3 	TAID: Temporally Adaptive Interpolated Distillation for Efficient Knowledge Transfer in Language Models
TtUh0TOlGX	6,8,8           	7.3 	Regularization by Texts for Latent Diffusion Inverse Solvers
gWgaypDBs8	8,6,8           	7.3 	Representative Guidance: Diffusion Model Sampling with Consistency
aMBSY2ebPw	6,8,8           	7.3 	Can LLMs Really Learn to Translate a Low-Resource Language from One Grammar Book?
0h6v4SpLCY	8,6,8           	7.3 	Universal generalization guarantees for Wasserstein distributionally robust models
3cgMU3TyyE	6,8,8           	7.3 	Broaden your SCOPE! Efficient Conversation Planning for LLMs with Semantic Space
28abpUEICJ	8,6,8           	7.3 	CREIMBO: Cross-Regional Ensemble Interactions in Multi-view Brain Observations
TYSQYx9vwd	6,6,10          	7.3 	Uncertainty Modeling in Graph Neural Networks via Stochastic Differential Equations
csbf1p8xUq	8,6,8           	7.3 	X-ALMA: Plug & Play Modules and Adaptive Rejection for Quality Translation at Scale
mkDam1xIzW	8,6,8           	7.3 	Probabilistic Geometric Principal Component Analysis
hwSmPOAmhk	6,8,8           	7.3 	Understanding Factual Recall in Transformers via Associative Memories
gYWqxXE5RJ	8,6,8           	7.3 	ImpScore: A Learnable Metric For Quantifying The Implicitness Level of Language
kpq3IIjUD3	8,6,8           	7.3 	Learning local equivariant representations for quantum operators
04qx93Viwj	6,8,8           	7.3 	Holistically Evaluating the Environmental Impact of Creating Language Models
cWHonXThtM	8,8,6           	7.3 	Knowledge Distillation with Multi-granularity Mixture of Priors for Image Super-Resolution
e1wDDFmlVu	8,6,8           	7.3 	Time-MoE: Billion-Scale Time Series Foundation Models with Mixture of Experts
RInisw1yin	8,6,8           	7.3 	SRSA: Skill Retrieval and Adaptation for Robotic Assembly Tasks
m9RNBZewW2	6,8,8           	7.3 	Overcoming False Illusions in Real-World Face Restoration with Multi-Modal Guided Diffusion Model
p1HeFnn2AA	6,8,8           	7.3 	Deep Learning for Two-Sided Matching
RaR3ETzyKp	6,8,8           	7.3 	Easing Training Process of Rectified Flow Models Via Lengthening Inter-Path Distance
eciCtsqGc8	8,8,6           	7.3 	Interpretable Pre-Trained Transformers for Heart Time-Series Data
hwnObmOTrV	6,8,8           	7.3 	Modeling Complex System Dynamics with Flow Matching Across Time and Conditions
bW9fGYo44s	8,6,8           	7.3 	MotionAura: Generating High-Quality and Motion Consistent Videos using Discrete Diffusion
1Iuw1jcIrf	8,6,8           	7.3 	MathCoder2: Better Math Reasoning from Continued Pretraining on Model-translated Mathematical Code
VeMC6Bn0ZB	6,8,8           	7.3 	Learning to Solve Differential Equation Constrained Optimization Problems
3Oli4u6q3p	6,8,8           	7.3 	RelitLRM: Generative Relightable Radiance for Large Reconstruction Models
2o58Mbqkd2	10,6,6          	7.3 	The Superposition of Diffusion Models
p4cLtzk4oe	6,8,8           	7.3 	Exploring Local Memorization in Diffusion Models via Bright Ending Attention
ofuLWn8DFZ	8,8,6           	7.3 	Provably Reliable Conformal Prediction Sets in the Presence of Data Poisoning
1iuaxjssVp	8,5,8,8         	7.2 	Fast Uncovering of Protein Sequence Diversity from Structure
MagmwodCAB	8,6,6,8,8       	7.2 	3DIS: Depth-Driven Decoupled Instance Synthesis for Text-to-Image Generation
1qP3lsatCR	6,8,6,8,8       	7.2 	NetMoE: Accelerating MoE Training through Dynamic Sample Placement
JDm7oIcx4Y	8,8,8,6,6       	7.2 	Accelerated training through iterative gradient propagation along the residual path
feFlfuOse1	8,6,10,5        	7.2 	Gymnasium: A Standard Interface for Reinforcement Learning Environments
71pur4y8gs	8,6,6,8,8       	7.2 	TabWak: A Watermark for Tabular Diffusion Models
44cMlQSreK	8,8,6,6,8       	7.2 	On Quantizing Neural Representation for Variable-Rate Video Coding
q5EZ7gKcnW	8,8,5,8         	7.2 	Iterative Label Refinement Matters More than Preference Optimization under Weak Supervision
NzEIjnIIzv	8,5,10,6        	7.2 	Bitune: Leveraging Bidirectional Attention to Improve Decoder-Only LLMs
kam84eEmub	8,8,8,6,6       	7.2 	LayerDAG: A Layerwise Autoregressive Diffusion Model for Directed Acyclic Graph Generation
Tv36j85SqR	6,8,6,8,8       	7.2 	Approaching Rate-Distortion Limits in Neural Compression with Lattice Transform Coding
EbWf36quzd	6,8,6,8,8       	7.2 	Lumina-T2X: Scalable Flow-based Large Diffusion Transformer for Flexible Resolution Generation
7ANDviElAo	8,8,5,8         	7.2 	Graph Sparsification via Mixture of Graphs
9ehJCZz4aM	8,8,8,5         	7.2 	Learning Closed-Loop Concept-Guided Policies from Unlabeled Demonstrations
VCbqXtS5YY	10,6,8,5        	7.2 	Joint Reward and Policy Learning with Demonstrations and Human Feedback Improves Alignment
1IeCqgULIM	8,5,8,8         	7.2 	Abstracting and Refining Provably Sufficient Explanations of Neural Network Predictions
qtWjSboqfe	6,8,8,8,6       	7.2 	DEEM: Diffusion models serve as the eyes of large language models for image perception
dEypApI1MZ	8,8,6,6,8       	7.2 	How Feature Learning Can Improve Neural Scaling Laws
msEr27EejF	8,8,8,6,6       	7.2 	Correlated Proxies: A New Definition and Improved Mitigation for Reward Hacking
ixMBnOhFGd	5,8,8,8         	7.2 	SePer: Measure Retrieval Utility Through The Lens Of Semantic Perplexity Reduction
MtDd7rWok1	6,8,8,6,8       	7.2 	Anti-Exposure Bias in Diffusion Models via Prompt Learning
E48QvQppIN	8,8,8,5         	7.2 	Bayesian Optimization of Antibodies Informed by a Generative Model of Evolving Sequences
VEqPDZIDAh	8,8,8,5         	7.2 	Language Model Alignment in Multilingual Trolley Problems
k3gCieTXeY	8,8,5,8         	7.2 	INCLUDE: Evaluating Multilingual Language Understanding with Regional Knowledge
ykuc5q381b	10,6,6,8,6      	7.2 	BRIGHT: A Realistic and Challenging Benchmark for Reasoning-Intensive Retrieval
4FVGowGzQb	8,5,8,8         	7.2 	Preference Optimization as Probabilistic Inference
K2jOacHUlO	5,8,8,8         	7.2 	Enhancing Large Language Models' Situated Faithfulness to External Contexts
rpwGUtTeA5	8,8,6,8,6       	7.2 	UniCBE: An Uniformity-driven Comparing Based Evaluation Framework with Unified Multi-Objective Optimization
3PDklqqqfN	6,8,8,8,8,5     	7.2 	Multi-Field Adaptive Retrieval
FxNNiUgtfa	10,8,6,5        	7.2 	Knowledge Capacity Scaling Laws for Language Models
rDLgnYLM5b	8,6,8,8,6       	7.2 	Interleaved Scene Graph for Interleaved Text-and-Image Generation Assessment
cv2iMNWCsh	5,8,8,8         	7.2 	Credal Wrapper of Model Averaging for Uncertainty Estimation in Classification
l6QnSQizmN	5,8,8,8         	7.2 	Online Reinforcement Learning in Non-Stationary Context-Driven Environments
INyi7qUdjZ	8,10,3,8        	7.2 	Differential learning kinetics govern the transition from memorization to generalization during in-context learning
ak7r4He1qH	6,8,8,8,6       	7.2 	AgentClinic: a multimodal agent benchmark to evaluate AI in simulated clinical environments
LqTz13JS2P	8,8,5,8         	7.2 	Generalized Principal-Agent Problem with a Learning Agent
hUb2At2DsQ	8,8,6,8,6       	7.2 	Rethinking and improving autoformalization: towards a faithful metric and a Dependency Retrieval-based approach
wN3KaUXA5X	8,6,6,8,8       	7.2 	Diffusion On Syntax Trees For Program Synthesis
L6IgkJvcgV	6,6,8,10,6      	7.2 	OASIS Uncovers: High-Quality T2I Models, Same Old Stereotypes
PiZtlzMWUj	8,10,5,6        	7.2 	SoftCVI: Contrastive variational inference with self-generated soft labels
5ZEbpBYGwH	8,8,8,5         	7.2 	COPER: Correlation-based Permutations for Multi-View Clustering
TlAdgeoDTo	5,8,8,8         	7.2 	First-Person Fairness in Chatbots
S5Yo6w3n3f	8,5,8,8         	7.2 	ODE-based Smoothing Neural Network for Reinforcement Learning Tasks
cRR0oDFEBC	6,8,8,8,6       	7.2 	Self-play with Execution Feedback: Improving Instruction-following Capabilities of Large Language Models
fGdF8Bq1FV	8,6,8,6,8       	7.2 	Generalization Guarantees for Representation Learning via Data-Dependent Gaussian Mixture Priors
f7KxfUrRSb	8,8,8,5         	7.2 	Weak-to-Strong Preference Optimization: Stealing Reward from Weak Aligned Model
vVCHWVBsLH	8,8,8,5         	7.2 	Decomposition Polyhedra of Piecewise Linear Functions
1jcnvghayD	8,8,8,5         	7.2 	Bayesian Optimization via Continual Variational Last Layer Training
60i0ksMAhd	8,8,8,5         	7.2 	BlendRL: A Framework for Merging Symbolic and Neural Policy Learning
bhK7U37VW8	8,8,8,8,8,3     	7.2 	AutoDAN-Turbo: A Lifelong Agent for Strategy Self-Exploration to Jailbreak LLMs
FPfCUJTsCn	8,6,8,8,6       	7.2 	Differentiable Integer Linear Programming
HqLHY4TzGj	8,5,8,8         	7.2 	Union-over-Intersections: Object Detection beyond Winner-Takes-All
Y2RW9EVwhT	8,6,8,6,8       	7.2 	Eagle: Exploring The Design Space for Multimodal LLMs with Mixture of Encoders
PGhiPGBf47	8,5,8,8         	7.2 	DailyDilemmas: Revealing Value Preferences of LLMs with Quandaries of Daily Life
r5IXBlTCGc	8,5,8,8         	7.2 	Consistency Checks for Language Model Forecasters
hBGavkf61a	5,8,8,8         	7.2 	Diffusion Bridge AutoEncoders for Unsupervised Representation Learning
DC8bsa9bzY	8,5,6,10        	7.2 	Estimating the Probabilities of Rare Outputs in Language Models
D1Y2XFgsPI	8,6,8,8,6       	7.2 	Imputation for prediction: beware of diminishing returns.
eHehzSDUFp	8,8,8,5         	7.2 	Knowledge Entropy Decay during Language Model Pretraining Hinders New Knowledge Acquisition
o1Et3MogPw	8,8,6,8,6       	7.2 	Internet of Agents: Weaving a Web of Heterogeneous Agents for Collaborative Intelligence
vi3DjUhFVm	8,8,8,5         	7.2 	Alignment without Over-optimization: Training-Free Solution for Diffusion Models
qpXctF2aLZ	8,10,8,5,5      	7.2 	SYMPOL: Symbolic Tree-Based On-Policy Reinforcement Learning
aD2uwhLbnA	8,8,6,8,6       	7.2 	Sharpness-Aware Minimization Efficiently Selects Flatter Minima Late In Training
ALzTQUgW8a	8,6,6,8,8       	7.2 	MagicPIG: LSH Sampling for Efficient LLM Generation
xak8c9l1nu	8,6,8,6,8       	7.2 	Computational Explorations of Total Variation Distance
Cnwz9jONi5	5,8,8,8         	7.2 	Rethinking Reward Model Evaluation: Are We Barking up the Wrong Tree?
fZK6AQXlUU	8,8,8,5         	7.2 	Conformal Prediction Sets Can Cause Disparate Impact
Ozo7qJ5vZi	8,6,6,8,8       	7.2 	KAN: Kolmogorov–Arnold Networks
eIJfOIMN9z	8,8,5,8         	7.2 	Language Representations Can be What Recommenders Need: Findings and Potentials
SqZ0KY4qBD	6,5,10,8        	7.2 	Attention with Markov: A Curious Case of Single-layer Transformers
Gj5JTAwdoy	8,8,5,8         	7.2 	Presto! Distilling Steps and Layers for Accelerating Music Generation
5BjQOUXq7i	8,6,6,8,8       	7.2 	RegMix: Data Mixture as Regression for Language Model Pre-training
5FXKgOxmb2	5,8,8,8         	7.2 	MAGNet: Motif-Agnostic Generation of Molecules from Scaffolds
IqHeDe2lbl	8,8,5,8         	7.2 	Sparse components distinguish visual pathways & their alignment to neural networks
lJpqxFgWCM	6,6,8,8,8       	7.2 	MonST3R: A Simple Approach for Estimating Geometry in the Presence of Motion
A6Y7AqlzLW	8,8,6,8,8,6,6   	7.1 	Rewarding Progress: Scaling Automated Process Verifiers for LLM Reasoning
FUaDMRVrbS	8,6,6,8         	7.0 	Identifiability for Gaussian Processes with Holomorphic Kernels
e5jGTEiJMT	8,5,8           	7.0 	Policy Decorator: Model-Agnostic Online Refinement for Large Policy Model
eajZpoQkGK	8,8,6,6         	7.0 	DiffGS: Repurposing Image Diffusion Models for Scalable Gaussian Splatting Generation
FjZcwQJX8D	5,8,8           	7.0 	Towards Scalable Topological Regularizers
FpiCLJrSW8	6,6,8,8         	7.0 	More RLHF, More Trust? On The Impact of Preference Alignment On Trustworthiness
QOHgjY5KDp	6,8,8,6         	7.0 	Aligning Human Motion Generation with Human Perceptions
dqMqAaw7Sq	6,6,8,8         	7.0 	Mitigating the Backdoor Effect for Multi-Task Model Merging via Safety-Aware Subspace
HVtu26XDAA	8,6,6,8         	7.0 	MM1.5: Methods, Analysis & Insights from Multimodal LLM Fine-tuning
ssRdQimeUI	6,6,8,8         	7.0 	Reward Dimension Reduction for Scalable Multi-Objective Reinforcement Learning
c61unr33XA	6,8,8,6         	7.0 	Dataset Distillation via Knowledge Distillation: Towards Efficient Self-Supervised Pre-training of Deep Networks
cCl10IU836	8,6,8,6         	7.0 	Interaction Asymmetry: A General Principle for Learning Composable Abstractions
HE5JmwniHm	6,8,8,6         	7.0 	DLEFT-MKC: Dynamic Late Fusion Multiple Kernel Clustering with Robust Tensor Learning via Min-Max Optimizaiton
cLtE4qoPlD	8,6,8,6         	7.0 	Find A Winning Sign: Sign Is All We Need to Win the Lottery
cWGCkd7mCp	6,8,8,6         	7.0 	Efficient Learning with Sine-Activated Low-Rank Matrices
cWfpt2t37q	8,8,6,6         	7.0 	From Risk to Uncertainty: Generating Predictive Uncertainty Measures via Bayesian Estimation
GzLepH6MBB	3,10,8          	7.0 	MMTryon: Multi-Modal Multi-Reference Control for High-Quality Fashion Generation
kN6MFmKUSK	6,6,8,8         	7.0 	PolaFormer: Polarity-aware Linear Attention for Vision Transformers
cd79pbXi4N	6,8,6,8         	7.0 	Certified Robustness Under Bounded Levenshtein Distance
chanJGoa7f	6,8,6,8         	7.0 	Towards Interpreting Visual Information Processing in Vision-Language Models
kJ5H7oGT2M	8,6,8,6         	7.0 	Learning Long Range Dependencies on Graphs via Random Walks
kGvXIlIVLM	8,8,6,6,8,6     	7.0 	Toward Guidance-Free AR Visual Generation via Condition Contrastive Alignment
t8KLjiFNwn	6,8,6,8         	7.0 	Sparse Learning for State Space Models on Mobile
GdXI5zCoAt	8,8,6,6         	7.0 	RaSA: Rank-Sharing Low-Rank Adaptation
GYik1jT3gE	6,6,8,8         	7.0 	Initialization Matters: Unraveling the Impact of Pre-Training on Federated Learning
GM7cmQfk2F	8,6,6,8         	7.0 	Rethinking Neural Multi-Objective Combinatorial Optimization via Neat Weight Embedding
d1NWq4PjJW	8,8,6,6         	7.0 	Gyrogroup Batch Normalization
d63a4AM4hb	8,6,8,6         	7.0 	Not All Language Model Features Are Linear
GCH5leffZp	8,8,6,6         	7.0 	Neural Functions for Learning Periodic Signal
k3tbMMW8rH	8,8,6,6         	7.0 	Feedback Schrödinger Bridge Matching
G3aXjVAJjU	6,8,6,8         	7.0 	Natural Language Inference Improves Compositionality in Vision-Language Models
Fu0aggezN9	8,6,8,6         	7.0 	Graph-based Document Structure Analysis
k2ZVAzVeMP	8,6,8,6         	7.0 	Efficient Dictionary Learning with Switch Sparse Autoencoders
dbuFJg7eaw	8,6,6,8         	7.0 	FOSP: Fine-tuning Offline Safe Policy through World Models
tU074jg2vS	5,8,8           	7.0 	Hierarchical Autoregressive Transformers for Tokenizer-Free Language Modelling
FrFQpAgnGE	6,8,6,8         	7.0 	Language Models Implicitly Learn a Unified Representation Space
tGYFikNONB	8,6,6,8         	7.0 	Holographic Node Representations: Pre-training Task-Agnostic Node Embeddings
j4gzziSUr0	8,6,8,6         	7.0 	Optimizing importance weighting in the presence of sub-population shifts
elTJBP7Fbv	6,8,8,6         	7.0 	Value-aligned Behavior Cloning for Offline Reinforcement Learning via Bi-level Optimization
iVMcYxTiVM	6,6,8,8         	7.0 	Can we talk models into seeing the world differently?
hJIEtJlvhL	6,8,6,8         	7.0 	GI-GS: Global Illumination Decomposition on Gaussian Splatting for Inverse Rendering
CTC7CmirNr	6,8,8,6         	7.0 	Masked Diffusion Models are Secretly Time-Agnostic Masked Models and Exploit Inaccurate Categorical Sampling
hDBrQ4DApF	8,8,6,6         	7.0 	Real-Time Video Generation with Pyramid Attention Broadcast
CbpWPbYHuv	6,8,8,6         	7.0 	Polynomial Composition Activations: Unleashing the Dynamics of Large Language Models
h7GAgbLSmC	6,6,8,8         	7.0 	Sharper Guarantees for Learning Neural Network Classifiers with Gradient Methods
iamWnRpMuQ	8,6,6,8         	7.0 	Policy-aware Reward Modeling with Uncertainty-Gradient based Data Augmentation
h0Ak8A5yqw	8,6,8,6         	7.0 	On the Role of Attention Heads in Large Language Model Safety
iezDdA9oeB	8,6,6,8         	7.0 	Fast and Accurate Blind Flexible Docking
CkKEuLmRnr	6,8,6,8         	7.0 	How Do Large Language Models Understand Graph Patterns? A Benchmark for Graph Pattern Comprehension
gzxDjnvBDa	8,8,6,6         	7.0 	Rethinking the role of frames for SE(3)-invariant crystal structure modeling
uhaLuZcCjH	6,8,6,8         	7.0 	Functional Homotopy: Smoothing Discrete Optimization via Continuous Parameters for LLM Jailbreak Attacks
Cr1XlGBGVm	6,6,8,8         	7.0 	Scrutinize What We Ignore: Reining In Task Representation Shift Of Context-Based Offline Meta Reinforcement Learning
CtM5xjRSfm	6,8,6,5,10      	7.0 	Accelerating neural network training: An analysis of the AlgoPerf competition
uaMSBJDnRv	6,8,6,8         	7.0 	Unintentional Unalignment: Likelihood Displacement in Direct Preference Optimization
ua5MHdsbck	8,6,8,6         	7.0 	Data Distillation for extrapolative protein design through exact preference optimization
gjRhw5S3A4	6,8,6,8         	7.0 	GraphBridge: Towards Arbitrary Transfer Learning in GNNs
hPOt3yUXii	6,8,6,8         	7.0 	Posterior-Mean Rectified Flow: Towards Minimum MSE Photo-Realistic Image Restoration
uZ5K4HeNwd	6,8,8,6         	7.0 	Beyond Auto-Regression: Fast LLMs via Self-Distillation Through Time
hQ2TUZmse1	8,6,6,8         	7.0 	Refining Counterfactual Explanations With Joint-Distribution-Informed Shapley Towards Actionable Minimality
uxDFlPGRLX	6,8,6,8         	7.0 	FlowDec: A flow-based full-band general audio codec with high perceptual quality
i8LCUpKvAz	6,8,8,6         	7.0 	Minimax Optimal Reinforcement Learning with Quasi-Optimism
vNATZfmY6R	6,8,8,6         	7.0 	KiVA: Kid-inspired Visual Analogies for Testing Large Multimodal Models
vM94dZiqx4	6,8,8,6         	7.0 	Long-tailed Adversarial Training with Self-Distillation
BC4lIvfSzv	8,6,6,8         	7.0 	Generative Representational Instruction Tuning
i8vPRlsrYu	6,8,6,8         	7.0 	Residual Connections and Normalization Can Provably Prevent Oversmoothing in GNNs
i3e92uSZCp	8,8,6,6         	7.0 	Language Guided Skill Discovery
vC7AlY1ytz	6,6,8,8         	7.0 	OccProphet: Pushing the Efficiency Frontier of Camera-Only 4D Occupancy Forecasting with an Observer-Forecaster-Refiner Framework
BUj9VSCoET	6,8,6,8         	7.0 	Efficient Residual Learning with Mixture-of-Experts for Universal Dexterous Grasping
i1NNCrRxdM	5,8,8           	7.0 	SymDiff: Equivariant Diffusion via Stochastic Symmetrisation
iBExhaU3Lc	6,8,8,6         	7.0 	Adam-mini: Use Fewer Learning Rates To Gain More
iDe1mtxqK5	6,6,8,8         	7.0 	Spatial-Mamba: Effective Visual State Space Models via Structure-Aware State Fusion
v4MTnPiYXY	6,8,6,8         	7.0 	Q-SFT: Q-Learning for Language Models via Supervised Fine-Tuning
Bjq4W7P2Us	8,8,6,6         	7.0 	Mitigating Hallucination in Large Vision-Language Models via Modular Attribution and Intervention
Bk13Qfu8Ru	8,5,5,10        	7.0 	Severing Spurious Correlations with Data Pruning
iJi7nz5Cxc	6,8,6,8         	7.0 	Diffusion-NPO: Negative Preference Optimization for Better Preference Aligned Generation of Diffusion Models
hWmwL9gizZ	6,6,8,8         	7.0 	Immunogenicity Prediction with Dual Attention Enables Vaccine Target Selection
BpfsxFqhGa	6,8,6,8         	7.0 	Animate Your Thoughts: Reconstruction of Dynamic Natural Vision from Human Brain Activity
CJWMXqAnAy	6,8,8,6         	7.0 	Optimization-Biased Hypernetworks for Generalizable Policy Generation
il5yUQsrjC	8,6,8,6         	7.0 	AndroidWorld: A Dynamic Benchmarking Environment for Autonomous Agents
ilOEOIqolQ	6,8,6,8         	7.0 	AI as Humanity’s Salieri: Quantifying Linguistic Creativity of Language Models via Systematic Attribution of Machine Text against Web Text
gY08Ou8EL7	8,6,8,6         	7.0 	Generalizable Human Rendering with Learned Iterative Feedback Over Multi-Resolution Gaussians-on-Mesh
EW6bNEqalF	8,8,6,6         	7.0 	Offline RL in Regular Decision Processes: Sample Efficiency via Language Metrics
txD9llAYn9	6,8,8,6         	7.0 	Model-based RL as a Minimalist Approach to Horizon-Free and Second-Order Bounds
j7kdXSrISM	8,6,8,6         	7.0 	OpenVid-1M: A Large-Scale High-Quality Dataset for Text-to-video Generation
fifXzmzeGy	6,8,6,8         	7.0 	Scalable Bayesian Learning with posteriors
EjJGND0m1x	8,8,6,6         	7.0 	MIND over Body: Adaptive Thinking using Dynamic Computation
fgaNjiijS1	8,6,6,8         	7.0 	A Kernel Distribution Closeness Testing
fd2u60ryG0	6,8,8,6         	7.0 	Enhancing End-to-End Autonomous Driving with Latent World Model
fbqOEOqurU	6,8,6,8         	7.0 	Optimality of Matrix Mechanism on $\ell_p^p$-metric
j9VVzueEbG	8,6,8,6         	7.0 	ZETA: Leveraging $Z$-order Curves for Efficient Top-$k$ Attention
F4IMiNhim1	5,8,8           	7.0 	Regulatory DNA Sequence Design with Reinforcement Learning
F5PlYMC5ik	8,6,6,8         	7.0 	LOIRE: LifelOng learning on Incremental data via pre-trained language model gRowth Efficiently
FBhKUXK7od	8,6,8,6         	7.0 	Fast unsupervised ground metric learning with tree-Wasserstein distance
fXb9BbuyAD	8,6,8,6         	7.0 	Realtime Reinforcement Learning: Towards Rapid Asynchronous Deployment of Large Models
exgLs4snap	6,8,8,6         	7.0 	Parameter Expanded Stochastic Gradient Markov Chain Monte Carlo
FCBbh0HCrF	8,6,8,6         	7.0 	Event-Driven Online Vertical Federated Learning
tijmpS9Vy2	6,8,6,8         	7.0 	BAMDP Shaping: a Unified Theoretical Framework for Intrinsic Motivation and Reward Shaping
emMMa4q0qw	8,6,8,6         	7.0 	Vision models trained to estimate spatial latents learned similar ventral-stream-aligned representations
ERce2rgMQC	8,8,6,6         	7.0 	Controllable Safety Alignment: Inference-Time Adaptation to Diverse Safety Requirements
fpvgSDKXGY	8,6,6,8         	7.0 	Simple ReFlow: Improved Techniques for Fast Flow Models
EQgEMAD4kv	6,10,6,6        	7.0 	CAKE: Cascading and Adaptive KV Cache Eviction with Layer Preferences
u2QdCiOgwA	8,6,8,6         	7.0 	Context-aware Dynamic Pruning for Speech Foundation Models
inOwd7hZC1	6,8,8,6         	7.0 	M^3PC: Test-time Model Predictive Control using Pretrained Masked Trajectory Model
io8uRPYktn	6,8,6,8         	7.0 	Proactive Privacy Amnesia for Large Language Models: Safeguarding PII with Negligible Impact on Model Utility
DZcmz9wU0i	8,8,6,6         	7.0 	Provable Convergence and Limitations of Geometric Tempering for Langevin Dynamics
Dem5LyVk8R	8,6,6,8         	7.0 	Efficient Policy Evaluation with Safety Constraint for Reinforcement Learning
uL1H29dM0c	6,8,8,6         	7.0 	Efficiently Parameterized Neural Metriplectic Systems
uJqKf24HGN	6,8,6,8         	7.0 	UniCon: Unidirectional Information Flow for Effective Control of Large-Scale Diffusion Models
DgaY5mDdmT	8,8,5           	7.0 	MLLMs Know Where to Look: Training-free Perception of Small Visual Details with Multimodal LLMs
DhdqML3FdM	8,8,6,6         	7.0 	Limits of Deep Learning: Sequence Modeling through the Lens of Complexity Theory
ed7zI29lRF	8,6,6,8         	7.0 	Learning Neural Networks with Distribution Shift: Efficiently Certifiable Guarantees
gLa96FlWwn	8,6,6,8         	7.0 	Scalable Influence and Fact Tracing for Large Language Model Pretraining
g6syfIrVuS	6,8,6,8         	7.0 	Local Loss Optimization in the Infinite Width: Stable Parameterization of Predictive Coding Networks and Target Propagation
uBai0ukstY	8,6,8,6         	7.0 	Equivariant Neural Functional Networks for Transformers
E4LAVLXAHW	8,6,6,8         	7.0 	Black-Box Detection of Language Model Watermarks
g1fkhbhHjL	8,6,8,6         	7.0 	Black Sheep in the Herd: Playing with Spuriously Correlated Attributes for Vision-Language Recognition
EJfLvrzh2Q	6,8,6,8         	7.0 	Rethinking Self-Distillation: Label Averaging and Enhanced Soft Label Refinement with Partial Labels
u63OVngeSp	8,6,8,8,5       	7.0 	Deriving Causal Order from Single-Variable Interventions: Guarantees & Algorithm
ftGnpZrW7P	6,8,8,6         	7.0 	Gramian Multimodal Representation Learning and Alignment
fswihJIYbd	6,8,8,6         	7.0 	ADePT: Adaptive Decomposed Prompt Tuning for Parameter-Efficient Fine-tuning
gDcL7cgZBt	6,6,8,8         	7.0 	Exploring channel distinguishability in local neighborhoods of the model space in quantum neural networks
br8YB7KMug	8,6,8,6         	7.0 	ImDy: Human Inverse Dynamics from Imitated Observations
Iu8RytBaji	8,6,8,6         	7.0 	Post-hoc Reward Calibration: A Case Study on Length Bias
keu6sxrPWn	8,8,5           	7.0 	Managing Diffuse Risks in the Safe Deployment of Untrusted Large Language Models
TqM0hifngW	6,6,8,8         	7.0 	Learning Video-Conditioned Policy on Unlabelled Data with Joint Embedding Predictive Transformer
O4N9kWwV6R	6,8,6,8         	7.0 	Few for Many: Tchebycheff Set Scalarization for Many-Objective Optimization
nuX2yPejiL	6,8,6,8         	7.0 	Stochastic Polyak Step-sizes and Momentum: Convergence Guarantees and Practical Performance
Tn8EQIFIMQ	8,6,6,8         	7.0 	Language Models Trained to do Arithmetic Predict Human Risky and Intertemporal Choice
ny8T8OuNHe	8,6,6,8         	7.0 	Ctrl-Adapter: An Efficient and Versatile Framework for Adapting Diverse Controls to Any Diffusion Model
Tk1VQDadfL	8,8,6,6         	7.0 	Utilizing Explainable Reinforcement Learning to Improve Reinforcement Learning: A Theoretical and Systematic Framework
OJd3ayDDoF	6,8,8,6         	7.0 	OpenHands: An Open Platform for AI Software Developers as Generalist Agents
Tisu1L0Jwt	8,6,8,6         	7.0 	State Space Model Meets Transformer: A New Paradigm for 3D Object Detection
